0,3749.0,-25.0,0
0,3798.0,-22.28,0
0,3773.0,-29.0,0
0,3760.0,-22.81,0
0,3731.0,-32.07,0
0,3648.0,-22.68,0
0,3577.0,-23.73,0
0,3454.0,-14.11,0
0,3329.0,-11.52,0
0,3203.0,-7.32,0
0,3038.0,-0.22,0
0,2887.0,4.3,0
0,2713.0,11.1,0
0,2551.0,11.59,0
0,2422.0,13.42,0
0,2293.0,16.09,0
0,2238.0,11.87,0
0,2177.0,11.79,0
0,2157.0,7.9,0
0,2142.0,4.79,0
0,2128.0,-1.57,0
0,2124.0,-4.72,0
0,2113.0,-17.06,0
0,2104.0,-23.3,0
0,2089.0,-35.15,0
0,2072.0,-46.89,0
0,2050.0,-54.52,0
0,2031.0,-61.42,0
0,2007.0,-63.18,0
0,1989.0,-67.24,0
0,1968.0,-44.71,0
0,1954.0,-17.41,0
0,1936.0,33.87,0
0,1925.0,79.84,0
0,1915.0,136.06,0
0,1906.0,182.11,0
0,1900.0,219.14,0
0,1896.0,230.67,0
0,1891.0,219.93,0
0,1889.0,186.23,0
0,1883.0,132.31,0
0,1884.0,69.61,0
0,1879.0,-7.35,0
0,1878.0,-68.13,0
0,1876.0,-120.2,0
0,1872.0,-173.71,0
0,1875.0,-185.32,0
0,1868.0,-203.4,0
0,1873.0,-193.51,0
0,1865.0,-178.1,0
0,1871.0,-168.36,0
0,1863.0,-123.98,0
0,1869.0,-98.89,0
0,1864.0,-54.3,0
0,1868.0,-0.58,0
0,1866.0,12.61,0
0,1867.0,50.81,0
0,1867.0,49.47,0
0,1866.0,64.85,0
0,1867.0,56.92,0
0,1864.0,69.9,0
0,1869.0,59.94,0
0,1867.0,52.6,0
0,1870.0,40.08,0
0,1866.0,10.97,0
0,1869.0,-0.07,0
0,1869.0,-20.6,0
0,1871.0,-31.49,0
0,1872.0,-37.82,0
0,1871.0,-38.52,0
0,1874.0,-36.82,0
0,1874.0,-42.49,0
0,1878.0,-34.44,0
0,1876.0,-39.33,0
0,1879.0,-31.52,0
0,1879.0,-30.51,0
0,1880.0,-22.04,0
0,1881.0,-17.76,0
0,1880.0,-13.8,0
0,1884.0,-8.35,0
0,1882.0,-10.03,0
0,1885.0,0.65,0
0,1882.0,1.1,0
0,1884.0,15.82,0
0,1883.0,20.13,0
0,1884.0,27.07,0
0,1883.0,42.48,0
0,1883.0,48.85,0
0,1883.0,61.61,0
0,1885.0,66.54,0
0,1884.0,70.75,0
0,1887.0,77.38,0
0,1888.0,77.15,0
0,1890.0,82.26,0
0,1891.0,77.39,0
0,1892.0,74.01,0
0,1892.0,74.53,0
0,1894.0,70.21,0
0,1895.0,64.74,0
0,1896.0,59.58,0
0,1895.0,52.91,0
0,1896.0,43.5,0
0,1895.0,34.14,0
0,1896.0,23.35,0
0,1897.0,12.13,0
0,1897.0,2.47,0
0,1899.0,-5.92,0
0,1898.0,-12.28,0
0,1900.0,-17.04,0
0,1897.0,-19.39,0
0,1899.0,-24.49,0
0,1900.0,-25.4,0
0,1901.0,-32.31,0
0,1903.0,-34.95,0
0,1902.0,-37.08,0
0,1905.0,-33.87,0
0,1903.0,-36.87,0
0,1906.0,-36.51,0
0,1904.0,-35.78,0
0,1907.0,-38.68,0
0,1906.0,-37.83,0
0,1906.0,-37.57,0
0,1906.0,-37.87,0
0,1906.0,-39.53,0
0,1908.0,-39.17,0
0,1907.0,-36.65,0
0,1910.0,-39.14,0
0,1908.0,-33.54,0
0,1910.0,-36.7,0
